n,logger,Ring,Breast,Cheek,Secondary,Date,Month,Longsm2,Lat60sm2,Period
1195,6529,EW44511,141,142,143,07/04/08,April,-2.0875,59.04469551,Spring
1196,6529,EW44511,141,142,143,08/04/08,April,-1.52,59.16245496,Spring
1197,6529,EW44511,141,142,143,08/04/08,April,-2.1525,58.17533255,Spring
1198,6529,EW44511,141,142,143,09/04/08,April,-2.645,57.87903433,Spring
1199,6529,EW44511,141,142,143,09/04/08,April,-2.0625,58.41914914,Spring
1200,6529,EW44511,141,142,143,10/04/08,April,-1.5175,58.15740933,Spring
1201,6529,EW44511,141,142,143,10/04/08,April,-1.96,57.53390882,Spring
1202,6529,EW44511,141,142,143,12/04/08,April,-2.4525,57.6433195,Spring
1203,6529,EW44511,141,142,143,13/04/08,April,-2.34,57.56154443,Spring
1204,6529,EW44511,141,142,143,13/04/08,April,-2.5475,57.08607372,Spring
1205,6529,EW44511,141,142,143,14/04/08,April,-3.2275,57.08538513,Spring
1206,6529,EW44511,141,142,143,14/04/08,April,-3.62,57.5781908,Spring
1207,6529,EW44511,141,142,143,16/04/08,April,-3.235,57.69196623,Spring
1208,6529,EW44511,141,142,143,17/04/08,April,-2.2225,56.88982541,Spring
1209,6529,EW44511,141,142,143,17/04/08,April,-2.34,55.82183451,Spring
1210,6529,EW44511,141,142,143,18/04/08,April,-3.1775,56.09502706,Spring
1211,6529,EW44511,141,142,143,18/04/08,April,-2.92,57.46331875,Spring
1212,6529,EW44511,141,142,143,19/04/08,April,-2.49,58.10483374,Spring
1213,6529,EW44511,141,142,143,19/04/08,April,-2.745,58.02914811,Spring
1214,6529,EW44511,141,142,143,20/04/08,April,-3.3775,57.9874014,Spring
1215,6529,EW44511,141,142,143,20/04/08,April,-3.89,57.93447333,Spring
1216,6529,EW44511,141,142,143,21/04/08,April,-3.745,57.88876074,Spring
1217,6529,EW44511,141,142,143,21/04/08,April,-3.1475,58.02855439,Spring
1218,6529,EW44511,141,142,143,22/04/08,April,-2.765,58.0985307,Spring
1219,6529,EW44511,141,142,143,22/04/08,April,-2.6625,57.95793848,Spring
1220,6529,EW44511,141,142,143,23/04/08,April,-2.395,57.88583302,Spring
1221,6529,EW44511,141,142,143,23/04/08,April,-1.9575,57.98032476,Spring
1222,6529,EW44511,141,142,143,24/04/08,April,-1.795,58.00527157,Spring
1223,6529,EW44511,141,142,143,24/04/08,April,-1.825,57.84420616,Spring
1224,6529,EW44511,141,142,143,25/04/08,April,-2.1575,57.39154519,Spring
1225,6529,EW44511,141,142,143,25/04/08,April,-2.9025,56.63984582,Spring
1226,6529,EW44511,141,142,143,26/04/08,April,-2.9425,56.24531039,Spring
1227,6529,EW44511,141,142,143,26/04/08,April,-2.225,56.45861965,Spring
1228,6529,EW44511,141,142,143,27/04/08,April,-2.1325,56.51026581,Spring
1229,6529,EW44511,141,142,143,27/04/08,April,-2.895,56.13885162,Spring
1230,6529,EW44511,141,142,143,28/04/08,April,-3.415,56.04694373,Spring
1231,6529,EW44511,141,142,143,28/04/08,April,-3.5275,56.43481854,Spring
1232,6529,EW44511,141,142,143,29/04/08,April,-3.895,56.85627001,Spring
1233,6529,EW44511,141,142,143,29/04/08,April,-4.09,57.36347539,Spring
2989,6545,EW44525,150,151,152,16/07/07,July,-4.38,56.37449199,Autumn
2990,6545,EW44525,150,151,152,17/07/07,July,-2.845,56.54056883,Autumn
2991,6545,EW44525,150,151,152,17/07/07,July,-1.97,56.61998747,Autumn
2992,6545,EW44525,150,151,152,18/07/07,July,-2.4925,56.61604848,Autumn
2993,6545,EW44525,150,151,152,18/07/07,July,-3.525,56.35436454,Autumn
2994,6545,EW44525,150,151,152,19/07/07,July,-3.5125,56.00667428,Autumn
2995,6545,EW44525,150,151,152,19/07/07,July,-2.8175,55.80718119,Autumn
2996,6545,EW44525,150,151,152,20/07/07,July,-1.82,55.77972351,Autumn
2997,6545,EW44525,150,151,152,23/07/07,July,-2.91,56.69843763,Autumn
2998,6545,EW44525,150,151,152,23/07/07,July,-3.4875,57.65959435,Autumn
2999,6545,EW44525,150,151,152,24/07/07,July,-3.5575,57.83152178,Autumn
3000,6545,EW44525,150,151,152,24/07/07,July,-3.64,57.52658592,Autumn
3001,6545,EW44525,150,151,152,25/07/07,July,-3.14,57.35420784,Autumn
3002,6545,EW44525,150,151,152,28/07/07,July,-1.59,55.58594321,Autumn
3003,6545,EW44525,150,151,152,28/07/07,July,-2.205,56.47973015,Autumn
3004,6545,EW44525,150,151,152,29/07/07,July,-2.31,56.57719324,Autumn
3005,6545,EW44525,150,151,152,29/07/07,July,-2.275,56.08621696,Autumn
3006,6545,EW44525,150,151,152,31/07/07,July,-1.8775,56.28426946,Autumn
3007,6545,EW44525,150,151,152,01/08/07,August,-1.415,57.4922413,Autumn
3008,6545,EW44525,150,151,152,02/08/07,August,-1.585,58.03639587,Autumn
3009,6545,EW44525,150,151,152,02/08/07,August,-1.9175,57.46887767,Autumn
3010,6545,EW44525,150,151,152,03/08/07,August,-1.5825,56.6160938,Autumn
3011,6545,EW44525,150,151,152,03/08/07,August,-1.6575,55.80744468,Autumn
3012,6545,EW44525,150,151,152,05/08/07,August,-2.215,55.57646922,Autumn
3013,6545,EW44525,150,151,152,06/08/07,August,-2.5625,55.75783384,Autumn
3014,6545,EW44525,150,151,152,06/08/07,August,-2.63,55.75759681,Autumn
3015,6545,EW44525,150,151,152,07/08/07,August,-2.2025,55.56334026,Autumn
3016,6545,EW44525,150,151,152,07/08/07,August,-2.225,55.44473841,Autumn
3017,6545,EW44525,150,151,152,08/08/07,August,-3.165,55.61660236,Autumn
3018,6545,EW44525,150,151,152,08/08/07,August,-3.7875,55.75672575,Autumn
3019,6545,EW44525,150,151,152,09/08/07,August,-3.1825,55.71842798,Autumn
3020,6545,EW44525,150,151,152,09/08/07,August,-2.255,55.8503709,Autumn
3021,6545,EW44525,150,151,152,10/08/07,August,-1.965,56.12893067,Autumn
3022,6545,EW44525,150,151,152,10/08/07,August,-1.7425,56.25770693,Autumn
3023,6545,EW44525,150,151,152,11/08/07,August,-1.2775,56.05889088,Autumn
3024,6545,EW44525,150,151,152,12/08/07,August,-1.47,55.96295979,Autumn
3025,6545,EW44525,150,151,152,13/08/07,August,-2.4125,56.45683858,Autumn
3026,6545,EW44525,150,151,152,13/08/07,August,-2.5375,56.82320712,Autumn
3027,6545,EW44525,150,151,152,14/08/07,August,-1.645,56.33698959,Autumn
3028,6545,EW44525,150,151,152,14/08/07,August,-1.3325,55.55263667,Autumn
3029,6545,EW44525,150,151,152,15/08/07,August,-1.4075,55.37832055,Autumn
3030,6545,EW44525,150,151,152,15/08/07,August,-1.5175,55.79110617,Autumn
3031,6545,EW44525,150,151,152,16/08/07,August,-2.03,56.41737501,Autumn
3032,6545,EW44525,150,151,152,16/08/07,August,-2.05,56.98304571,Autumn
3033,6545,EW44525,150,151,152,17/08/07,August,-1.8125,56.91806855,Autumn
3034,6545,EW44525,150,151,152,17/08/07,August,-1.88,56.27960561,Autumn
3035,6545,EW44525,150,151,152,18/08/07,August,-1.5875,55.6744777,Autumn
3036,6545,EW44525,150,151,152,18/08/07,August,-1.4075,55.0386531,Autumn
3037,6545,EW44525,150,151,152,20/08/07,August,-1.8675,54.69817065,Autumn
3038,6545,EW44525,150,151,152,20/08/07,August,-2.45,55.08230048,Autumn
3039,6545,EW44525,150,151,152,21/08/07,August,-2.68,55.52661629,Autumn
3040,6545,EW44525,150,151,152,21/08/07,August,-2.9,55.65367039,Autumn
3041,6545,EW44525,150,151,152,23/08/07,August,-3.4375,55.77203156,Autumn
3042,6545,EW44525,150,151,152,24/08/07,August,-3.4875,56.17323994,Autumn
3043,6545,EW44525,150,151,152,24/08/07,August,-2.735,56.76072348,Autumn
3044,6545,EW44525,150,151,152,25/08/07,August,-1.9475,57.04429696,Autumn
3045,6545,EW44525,150,151,152,25/08/07,August,-1.3325,56.95394087,Autumn
3046,6545,EW44525,150,151,152,26/08/07,August,-1.045,56.4939281,Autumn
3047,6545,EW44525,150,151,152,26/08/07,August,-1.985,55.87759773,Autumn
3048,6545,EW44525,150,151,152,27/08/07,August,-3.415,55.61585719,Autumn
3049,6545,EW44525,150,151,152,28/08/07,August,-3.9225,55.33058682,Autumn
3050,6545,EW44525,150,151,152,29/08/07,August,-3.87,55.02142168,Autumn
3051,6545,EW44525,150,151,152,01/09/07,September,-3.29,54.42222378,Autumn
3052,6545,EW44525,150,151,152,01/09/07,September,-2.7175,55.33249743,Autumn
3053,6545,EW44525,150,151,152,02/09/07,September,-2.8,56.25647273,Autumn
3054,6545,EW44525,150,151,152,03/09/07,September,-2.9325,57.27155976,Autumn
3055,6545,EW44525,150,151,152,04/09/07,September,-2.3225,57.33545374,Autumn
3056,6545,EW44525,150,151,152,04/09/07,September,-2.15,56.2867358,Autumn
3057,6545,EW44525,150,151,152,05/09/07,September,-2.125,56.12821022,Autumn
3058,6545,EW44525,150,151,152,05/09/07,September,-1.2725,57.04917168,Autumn
3059,6545,EW44525,150,151,152,06/09/07,September,-0.6625,57.23443964,Autumn
3060,6545,EW44525,150,151,152,06/09/07,September,-0.91,56.51070758,Autumn
3061,6545,EW44525,150,151,152,07/09/07,September,-1.5075,55.58745066,Autumn
3062,6545,EW44525,150,151,152,08/09/07,September,-1.8675,54.86000956,Autumn
3063,6545,EW44525,150,151,152,09/09/07,September,-1.355,54.99035075,Autumn
3064,6545,EW44525,150,151,152,09/09/07,September,-0.8625,55.79228449,Autumn
3065,6545,EW44525,150,151,152,10/09/07,September,-1.4775,56.79743271,Autumn
3066,6545,EW44525,150,151,152,10/09/07,September,-2.045,57.40655752,Autumn
3067,6545,EW44525,150,151,152,11/09/07,September,-1.8175,56.44953404,Autumn
3068,6545,EW44525,150,151,152,13/09/07,September,-1.3525,54.53970894,Autumn
3080,6545,EW44525,150,151,152,26/10/07,October,-5.77,62.69669166,Winter
3081,6545,EW44525,150,151,152,26/10/07,October,-5.1075,62.35418344,Winter
3082,6545,EW44525,150,151,152,27/10/07,October,-4.355,62.50203803,Winter
3083,6545,EW44525,150,151,152,28/10/07,October,-4.1725,62.45144769,Winter
3084,6545,EW44525,150,151,152,30/10/07,October,-3.7,61.58131216,Winter
3085,6545,EW44525,150,151,152,31/10/07,October,-3.2075,61.23339387,Winter
3086,6545,EW44525,150,151,152,31/10/07,October,-3.2725,61.32424955,Winter
3087,6545,EW44525,150,151,152,01/11/07,November,-3.705,61.21620121,Winter
3088,6545,EW44525,150,151,152,01/11/07,November,-4.0675,61.44224775,Winter
3089,6545,EW44525,150,151,152,02/11/07,November,-3.6575,61.73636778,Winter
3090,6545,EW44525,150,151,152,02/11/07,November,-3.02,61.59299497,Winter
3091,6545,EW44525,150,151,152,03/11/07,November,-2.9925,61.3015499,Winter
3092,6545,EW44525,150,151,152,03/11/07,November,-3.31,61.29905369,Winter
3093,6545,EW44525,150,151,152,04/11/07,November,-3.7025,61.55608962,Winter
3094,6545,EW44525,150,151,152,04/11/07,November,-4.3225,61.90730138,Winter
3095,6545,EW44525,150,151,152,05/11/07,November,-4.5075,61.66787172,Winter
3096,6545,EW44525,150,151,152,05/11/07,November,-3.9925,60.6856119,Winter
3097,6545,EW44525,150,151,152,06/11/07,November,-3.5675,59.86273654,Winter
3098,6545,EW44525,150,151,152,06/11/07,November,-3.47,59.41054008,Winter
3099,6545,EW44525,150,151,152,07/11/07,November,-3.5525,58.99791225,Winter
3100,6545,EW44525,150,151,152,07/11/07,November,-3.395,58.73229964,Winter
3101,6545,EW44525,150,151,152,08/11/07,November,-2.85,58.85817722,Winter
3102,6545,EW44525,150,151,152,08/11/07,November,-2.19,59.20650631,Winter
3103,6545,EW44525,150,151,152,09/11/07,November,-1.8175,59.83874674,Winter
3104,6545,EW44525,150,151,152,09/11/07,November,-2.075,60.77394152,Winter
3105,6545,EW44525,150,151,152,10/11/07,November,-2.2975,61.22549792,Winter
3106,6545,EW44525,150,151,152,10/11/07,November,-2.2775,61.04979404,Winter
3107,6545,EW44525,150,151,152,11/11/07,November,-2.375,60.70163267,Winter
3108,6545,EW44525,150,151,152,11/11/07,November,-2.455,60.34441451,Winter
3109,6545,EW44525,150,151,152,12/11/07,November,-2.4475,60.02958039,Winter
3110,6545,EW44525,150,151,152,12/11/07,November,-2.4,59.71738264,Winter
3111,6545,EW44525,150,151,152,13/11/07,November,-2.1375,59.23182494,Winter
3112,6545,EW44525,150,151,152,13/11/07,November,-1.61,58.52331512,Winter
3113,6545,EW44525,150,151,152,14/11/07,November,-1.155,57.89692652,Winter
3114,6545,EW44525,150,151,152,14/11/07,November,-1.085,57.36440804,Winter
3115,6545,EW44525,150,151,152,15/11/07,November,-1.5075,56.92033153,Winter
3116,6545,EW44525,150,151,152,16/11/07,November,-1.96,56.9281327,Winter
3117,6545,EW44525,150,151,152,17/11/07,November,-2.23,57.27023035,Winter
3118,6545,EW44525,150,151,152,17/11/07,November,-2.1975,57.5837309,Winter
3119,6545,EW44525,150,151,152,18/11/07,November,-1.6425,57.93593149,Winter
3120,6545,EW44525,150,151,152,18/11/07,November,-1.375,58.15664248,Winter
3121,6545,EW44525,150,151,152,19/11/07,November,-1.9025,58.03104423,Winter
3122,6545,EW44525,150,151,152,19/11/07,November,-2.655,57.89650331,Winter
3123,6545,EW44525,150,151,152,20/11/07,November,-3.15,57.76606016,Winter
3124,6545,EW44525,150,151,152,24/11/07,November,-3.1,57.43670534,Winter
3125,6545,EW44525,150,151,152,24/11/07,November,-3.08,57.85756336,Winter
3126,6545,EW44525,150,151,152,25/11/07,November,-2.955,57.8812349,Winter
3127,6545,EW44525,150,151,152,25/11/07,November,-2.86,57.7273133,Winter
3128,6545,EW44525,150,151,152,26/11/07,November,-2.675,57.40273539,Winter
3129,6545,EW44525,150,151,152,26/11/07,November,-2.27,56.90736962,Winter
3130,6545,EW44525,150,151,152,27/11/07,November,-2.185,56.68998673,Winter
3131,6545,EW44525,150,151,152,27/11/07,November,-2.2325,56.95746029,Winter
3132,6545,EW44525,150,151,152,28/11/07,November,-1.52,57.23242429,Winter
3133,6545,EW44525,150,151,152,28/11/07,November,-0.93,57.01573471,Winter
3134,6545,EW44525,150,151,152,29/11/07,November,-1.6225,56.50218499,Winter
3135,6545,EW44525,150,151,152,29/11/07,November,-2.315,56.37878307,Winter
3136,6545,EW44525,150,151,152,30/11/07,November,-1.69,56.6170018,Winter
3137,6545,EW44525,150,151,152,30/11/07,November,-0.97,56.50101776,Winter
3138,6545,EW44525,150,151,152,01/12/07,December,-1.3925,56.04034153,Winter
3139,6545,EW44525,150,151,152,01/12/07,December,-2.1175,55.82017899,Winter
3140,6545,EW44525,150,151,152,02/12/07,December,-2.1975,56.13081718,Winter
3141,6545,EW44525,150,151,152,04/12/07,December,-1.875,56.72462788,Winter
3142,6545,EW44525,150,151,152,06/12/07,December,-1.6825,56.99661982,Winter
3143,6545,EW44525,150,151,152,07/12/07,December,-1.6925,56.90077149,Winter
3144,6545,EW44525,150,151,152,07/12/07,December,-1.61,56.74477771,Winter
3145,6545,EW44525,150,151,152,08/12/07,December,-1.325,56.82483193,Winter
3146,6545,EW44525,150,151,152,09/12/07,December,-1.4075,56.89533418,Winter
3147,6545,EW44525,150,151,152,10/12/07,December,-1.8125,56.40569184,Winter
3148,6545,EW44525,150,151,152,11/12/07,December,-1.955,55.88790616,Winter
3149,6545,EW44525,150,151,152,12/12/07,December,-2.415,55.80464974,Winter
3150,6545,EW44525,150,151,152,12/12/07,December,-2.9225,55.97456832,Winter
3151,6545,EW44525,150,151,152,13/12/07,December,-2.7475,56.330881,Winter
3152,6545,EW44525,150,151,152,13/12/07,December,-2.6775,56.62288399,Winter
3153,6545,EW44525,150,151,152,14/12/07,December,-2.9925,56.56402058,Winter
3154,6545,EW44525,150,151,152,14/12/07,December,-3.2225,56.33809106,Winter
3155,6545,EW44525,150,151,152,15/12/07,December,-3.225,56.42102856,Winter
3156,6545,EW44525,150,151,152,16/12/07,December,-2.8475,56.8385062,Winter
3157,6545,EW44525,150,151,152,16/12/07,December,-2.31,57.01906604,Winter
3158,6545,EW44525,150,151,152,17/12/07,December,-2.36,56.99431241,Winter
3159,6545,EW44525,150,151,152,17/12/07,December,-2.81,57.19427101,Winter
3160,6545,EW44525,150,151,152,18/12/07,December,-2.915,57.43734774,Winter
3161,6545,EW44525,150,151,152,18/12/07,December,-2.5075,57.3445865,Winter
3162,6545,EW44525,150,151,152,20/12/07,December,-1.5925,57.19562181,Winter
3163,6545,EW44525,150,151,152,20/12/07,December,-0.715,57.36368589,Winter
3164,6545,EW44525,150,151,152,21/12/07,December,-0.375,57.45914953,Winter
3165,6545,EW44525,150,151,152,21/12/07,December,-0.2275,57.42205497,Winter
3166,6545,EW44525,150,151,152,22/12/07,December,0.005,57.46993511,Winter
3167,6545,EW44525,150,151,152,22/12/07,December,0.09,57.49476722,Winter
3168,6545,EW44525,150,151,152,23/12/07,December,-0.34,57.56828864,Winter
3169,6545,EW44525,150,151,152,23/12/07,December,-1.2675,57.77100373,Winter
3170,6545,EW44525,150,151,152,24/12/07,December,-1.795,57.6413872,Winter
3171,6545,EW44525,150,151,152,24/12/07,December,-1.7125,57.01930263,Winter
3172,6545,EW44525,150,151,152,25/12/07,December,-2.095,56.58385589,Winter
3173,6545,EW44525,150,151,152,25/12/07,December,-2.525,56.68644685,Winter
3174,6545,EW44525,150,151,152,26/12/07,December,-2.175,57.1070584,Winter
3175,6545,EW44525,150,151,152,26/12/07,December,-1.5575,57.53247537,Winter
3176,6545,EW44525,150,151,152,27/12/07,December,-1.1,57.91008896,Winter
3177,6545,EW44525,150,151,152,27/12/07,December,-1.46,58.19453952,Winter
3178,6545,EW44525,150,151,152,28/12/07,December,-2.0675,57.74304287,Winter
3179,6545,EW44525,150,151,152,28/12/07,December,-1.5075,56.73258065,Winter
3180,6545,EW44525,150,151,152,29/12/07,December,-0.4025,56.25517247,Winter
3181,6545,EW44525,150,151,152,29/12/07,December,0.2175,56.22949523,Winter
3182,6545,EW44525,150,151,152,30/12/07,December,0.12,56.22542156,Winter
3183,6545,EW44525,150,151,152,30/12/07,December,-0.275,56.39819033,Winter
3184,6545,EW44525,150,151,152,31/12/07,December,-0.695,56.82181024,Winter
3185,6545,EW44525,150,151,152,31/12/07,December,-1.14,57.42216795,Winter
3186,6545,EW44525,150,151,152,01/01/08,January,-1.5025,57.66149432,Spring
3187,6545,EW44525,150,151,152,02/01/08,January,-1.9375,57.33232708,Spring
3188,6545,EW44525,150,151,152,03/01/08,January,-2.1075,57.19706124,Spring
3189,6545,EW44525,150,151,152,04/01/08,January,-2.0375,57.37271999,Spring
3190,6545,EW44525,150,151,152,05/01/08,January,-1.7225,57.22208021,Spring
3191,6545,EW44525,150,151,152,05/01/08,January,-1.375,56.74271378,Spring
3192,6545,EW44525,150,151,152,06/01/08,January,-1.6,56.21355574,Spring
3193,6545,EW44525,150,151,152,06/01/08,January,-1.805,55.83015112,Spring
3194,6545,EW44525,150,151,152,07/01/08,January,-1.51,55.66641221,Spring
3195,6545,EW44525,150,151,152,07/01/08,January,-0.8225,55.56967596,Spring
3196,6545,EW44525,150,151,152,08/01/08,January,-0.3475,55.8521342,Spring
3197,6545,EW44525,150,151,152,08/01/08,January,-1.07,56.41838439,Spring
3198,6545,EW44525,150,151,152,09/01/08,January,-2.0025,56.69733341,Spring
3199,6545,EW44525,150,151,152,10/01/08,January,-1.835,56.70370902,Spring
3200,6545,EW44525,150,151,152,11/01/08,January,-1.49,56.51905771,Spring
3201,6545,EW44525,150,151,152,11/01/08,January,-1.695,56.32656391,Spring
3202,6545,EW44525,150,151,152,12/01/08,January,-2.45,56.32725916,Spring
3203,6545,EW44525,150,151,152,12/01/08,January,-3.04,56.6471634,Spring
3204,6545,EW44525,150,151,152,13/01/08,January,-2.5225,57.14581357,Spring
3205,6545,EW44525,150,151,152,13/01/08,January,-1.9975,57.28061256,Spring
3206,6545,EW44525,150,151,152,14/01/08,January,-2.1125,56.74708994,Spring
3207,6545,EW44525,150,151,152,14/01/08,January,-1.9425,55.95712891,Spring
3208,6545,EW44525,150,151,152,15/01/08,January,-1.55,55.56020501,Spring
3209,6545,EW44525,150,151,152,15/01/08,January,-1.28,55.48957663,Spring
3210,6545,EW44525,150,151,152,16/01/08,January,-1.4475,55.74028034,Spring
3211,6545,EW44525,150,151,152,16/01/08,January,-2.08,56.39536991,Spring
3212,6545,EW44525,150,151,152,17/01/08,January,-2.6775,57.0815426,Spring
3213,6545,EW44525,150,151,152,17/01/08,January,-3.17,57.66806846,Spring
3214,6545,EW44525,150,151,152,18/01/08,January,-3.0675,57.90321761,Spring
3215,6545,EW44525,150,151,152,18/01/08,January,-2.5575,57.60670644,Spring
3216,6545,EW44525,150,151,152,19/01/08,January,-2.5325,57.22045448,Spring
3217,6545,EW44525,150,151,152,19/01/08,January,-2.81,57.04375082,Spring
3218,6545,EW44525,150,151,152,20/01/08,January,-3.025,56.96733172,Spring
3219,6545,EW44525,150,151,152,20/01/08,January,-2.7825,57.00533787,Spring
3220,6545,EW44525,150,151,152,21/01/08,January,-1.84,57.26216122,Spring
3221,6545,EW44525,150,151,152,21/01/08,January,-1.21,57.36296215,Spring
3222,6545,EW44525,150,151,152,22/01/08,January,-1.5525,57.05866086,Spring
3223,6545,EW44525,150,151,152,22/01/08,January,-2.0175,56.80480491,Spring
3224,6545,EW44525,150,151,152,23/01/08,January,-2.03,56.800634,Spring
3225,6545,EW44525,150,151,152,23/01/08,January,-1.73,56.62437104,Spring
3226,6545,EW44525,150,151,152,26/01/08,January,-1.23,55.41842963,Spring
3227,6545,EW44525,150,151,152,27/01/08,January,-1.44,55.61892106,Spring
3228,6545,EW44525,150,151,152,27/01/08,January,-1.5175,55.73285712,Spring
3229,6545,EW44525,150,151,152,28/01/08,January,-1.76,55.76913811,Spring
3230,6545,EW44525,150,151,152,30/01/08,January,-2.2625,55.80517337,Spring
3231,6545,EW44525,150,151,152,31/01/08,January,-2.5175,56.15630443,Spring
3232,6545,EW44525,150,151,152,31/01/08,January,-2.215,56.6884057,Spring
3233,6545,EW44525,150,151,152,01/02/08,February,-1.2875,57.18830494,Spring
3234,6545,EW44525,150,151,152,01/02/08,February,-0.635,57.30966013,Spring
3235,6545,EW44525,150,151,152,02/02/08,February,-0.9275,56.83569134,Spring
3236,6545,EW44525,150,151,152,02/02/08,February,-1.51,56.26900417,Spring
3237,6545,EW44525,150,151,152,03/02/08,February,-2.1175,56.12971909,Spring
3238,6545,EW44525,150,151,152,04/02/08,February,-2.65,56.20092126,Spring
3239,6545,EW44525,150,151,152,01/04/08,April,-1.34,56.29120137,Spring
3240,6545,EW44525,150,151,152,01/04/08,April,0.2675,57.62532722,Spring
3241,6545,EW44525,150,151,152,02/04/08,April,0.545,58.45119711,Spring
3242,6545,EW44525,150,151,152,02/04/08,April,0.6,58.70346746,Spring
3243,6545,EW44525,150,151,152,03/04/08,April,0.605,57.82639961,Spring
3244,6545,EW44525,150,151,152,03/04/08,April,-0.23,56.23942363,Spring
3245,6545,EW44525,150,151,152,04/04/08,April,-0.8525,55.91911463,Spring
3246,6545,EW44525,150,151,152,04/04/08,April,-0.795,57.13123326,Spring
3247,6545,EW44525,150,151,152,05/04/08,April,-1.0925,58.19837115,Spring
3248,6545,EW44525,150,151,152,05/04/08,April,-1.395,58.5409167,Spring
3249,6545,EW44525,150,151,152,06/04/08,April,-1.3725,58.25957111,Spring
3250,6545,EW44525,150,151,152,06/04/08,April,-1.4775,57.664997,Spring
3251,6545,EW44525,150,151,152,07/04/08,April,-1.905,56.9803294,Spring
3252,6545,EW44525,150,151,152,07/04/08,April,-2.475,56.49370549,Spring
3253,6545,EW44525,150,151,152,09/04/08,April,-3.05,56.55825253,Spring
3254,6545,EW44525,150,151,152,10/04/08,April,-3.5,57.1767468,Spring
3255,6545,EW44525,150,151,152,10/04/08,April,-3.085,57.45243009,Spring
3256,6545,EW44525,150,151,152,12/04/08,April,-2.2575,56.56283006,Spring
3257,6545,EW44525,150,151,152,13/04/08,April,-1.6975,56.03557017,Spring
3258,6545,EW44525,150,151,152,13/04/08,April,-1.7075,56.53712288,Spring
3259,6545,EW44525,150,151,152,14/04/08,April,-2.91,56.50654698,Spring
3260,6545,EW44525,150,151,152,15/04/08,April,-3.8775,55.73614512,Spring
3261,6545,EW44525,150,151,152,15/04/08,April,-3.8375,55.39441355,Spring
3262,6545,EW44525,150,151,152,16/04/08,April,-3.665,55.85607273,Spring
3263,6545,EW44525,150,151,152,16/04/08,April,-3.06,56.51737575,Spring
3264,6545,EW44525,150,151,152,17/04/08,April,-2.665,56.27857154,Spring
3265,6545,EW44525,150,151,152,17/04/08,April,-2.8325,55.87470205,Spring
3266,6545,EW44525,150,151,152,18/04/08,April,-2.6075,56.45757519,Spring
3267,6545,EW44525,150,151,152,19/04/08,April,-2.3,56.95381902,Spring
3268,6545,EW44525,150,151,152,19/04/08,April,-2.505,56.90051191,Spring
3269,6545,EW44525,150,151,152,20/04/08,April,-3.0325,56.90765816,Spring
3270,6545,EW44525,150,151,152,20/04/08,April,-3.4125,57.42246499,Spring
3271,6545,EW44525,150,151,152,21/04/08,April,-3.5725,58.08965044,Spring
3272,6545,EW44525,150,151,152,22/04/08,April,-3.605,58.24738349,Spring
3273,6545,EW44525,150,151,152,22/04/08,April,-2.96,57.92090982,Spring
3274,6545,EW44525,150,151,152,23/04/08,April,-1.7625,57.05802262,Spring
3275,6545,EW44525,150,151,152,23/04/08,April,-1.82,56.1448502,Spring
3276,6545,EW44525,150,151,152,24/04/08,April,-2.5275,56.52581236,Spring
3277,6545,EW44525,150,151,152,24/04/08,April,-2.365,57.28278904,Spring
3278,6545,EW44525,150,151,152,25/04/08,April,-2.7925,56.53166629,Spring
3279,6545,EW44525,150,151,152,26/04/08,April,-3.64,55.69787607,Spring
3280,6545,EW44525,150,151,152,26/04/08,April,-3.475,55.72389215,Spring
3281,6545,EW44525,150,151,152,27/04/08,April,-2.9125,55.39813581,Spring
3282,6545,EW44525,150,151,152,27/04/08,April,-3.01,55.36733891,Spring
3283,6545,EW44525,150,151,152,28/04/08,April,-3.555,56.20330319,Spring
3284,6545,EW44525,150,151,152,29/04/08,April,-3.5875,56.77192736,Spring
3285,6545,EW44525,150,151,152,29/04/08,April,-3.0575,56.86053138,Spring
3286,6545,EW44525,150,151,152,30/04/08,April,-2.8525,56.64040781,Spring
3287,6545,EW44525,150,151,152,30/04/08,April,-3.38,56.10093143,Spring
1651,6533,EW44515,153,154,155,16/07/07,July,-4.54,56.6554435,Autumn
1652,6533,EW44515,153,154,155,17/07/07,July,-4.25,56.75130329,Autumn
1653,6533,EW44515,153,154,155,17/07/07,July,-4.395,56.43783228,Autumn
1654,6533,EW44515,153,154,155,18/07/07,July,-4.2125,56.00502577,Autumn
1655,6533,EW44515,153,154,155,19/07/07,July,-4.0975,55.71817851,Autumn
1656,6533,EW44515,153,154,155,20/07/07,July,-3.8125,55.59192132,Autumn
1657,6533,EW44515,153,154,155,20/07/07,July,-3.175,55.45979982,Autumn
1658,6533,EW44515,153,154,155,21/07/07,July,-2.7825,55.17393571,Autumn
1659,6533,EW44515,153,154,155,21/07/07,July,-3.05,55.24468048,Autumn
1660,6533,EW44515,153,154,155,22/07/07,July,-3.4725,56.10957986,Autumn
1661,6533,EW44515,153,154,155,23/07/07,July,-3.5575,56.86246543,Autumn
1662,6533,EW44515,153,154,155,23/07/07,July,-3.3475,57.08391525,Autumn
1663,6533,EW44515,153,154,155,24/07/07,July,-3.31,57.0578035,Autumn
1664,6533,EW44515,153,154,155,24/07/07,July,-4.1075,56.88565849,Autumn
1665,6533,EW44515,153,154,155,25/07/07,July,-5.085,56.94786691,Autumn
